"id","URL_CtP","School_Name","City","State","Zip"
49,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Brighton","Michigan",23525
50,"https://rit.edu/rit_gccis","RIT_GCCIS","Rochester","NJ",14622
51,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Rochester","NJ",19809
52,"https://rit.edu/rit_saunders","RIT_Saunders","Rochester","NJ",22239
53,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Rochester","NJ",19690
54,"https://rit.edu/rit_gccis","RIT_GCCIS","Downtown","NJ",19570
55,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Downtown","NJ",16141
56,"https://rit.edu/rit_saunders","RIT_Saunders","Downtown","NJ",21641
57,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Downtown","NJ",14989
58,"https://rit.edu/rit_gccis","RIT_GCCIS","Suburban","NJ",19578
59,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Suburban","NJ",21478
60,"https://rit.edu/rit_saunders","RIT_Saunders","Suburban","NJ",20702
61,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Suburban","NJ",14181
62,"https://rit.edu/rit_gccis","RIT_GCCIS","Monroe","NJ",19915
63,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Monroe","NJ",15406
64,"https://rit.edu/rit_saunders","RIT_Saunders","Monroe","NJ",22380
65,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Monroe","NJ",22467
66,"https://rit.edu/rit_gccis","RIT_GCCIS","Henrietta","NJ",22605
67,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Henrietta","NJ",21861
68,"https://rit.edu/rit_saunders","RIT_Saunders","Henrietta","NJ",23714
69,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Henrietta","NJ",24306
70,"https://rit.edu/rit_gccis","RIT_GCCIS","Brighton","NJ",14349
71,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Brighton","NJ",21929
72,"https://rit.edu/rit_saunders","RIT_Saunders","Brighton","NJ",19768
73,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Brighton","NJ",23887
74,"https://rit.edu/rit_gccis","RIT_GCCIS","Rochester","MA",21675
75,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Rochester","MA",18934
76,"https://rit.edu/rit_saunders","RIT_Saunders","Rochester","MA",25466
77,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Rochester","MA",14198
78,"https://rit.edu/rit_gccis","RIT_GCCIS","Downtown","MA",21958
79,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Downtown","MA",16822
80,"https://rit.edu/rit_saunders","RIT_Saunders","Downtown","MA",23156
81,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Downtown","MA",21452
82,"https://rit.edu/rit_gccis","RIT_GCCIS","Suburban","MA",15532
83,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Suburban","MA",25321
84,"https://rit.edu/rit_saunders","RIT_Saunders","Suburban","MA",25457
85,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Suburban","MA",21220
86,"https://rit.edu/rit_gccis","RIT_GCCIS","Monroe","MA",25371
87,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Monroe","MA",14669
88,"https://rit.edu/rit_saunders","RIT_Saunders","Monroe","MA",16229
89,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Monroe","MA",18766
90,"https://rit.edu/rit_gccis","RIT_GCCIS","Henrietta","MA",19555
91,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Henrietta","MA",25121
92,"https://rit.edu/rit_saunders","RIT_Saunders","Henrietta","MA",21870
93,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Henrietta","MA",22829
94,"https://rit.edu/rit_gccis","RIT_GCCIS","Brighton","MA",17591
95,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Brighton","MA",24308
96,"https://rit.edu/rit_saunders","RIT_Saunders","Brighton","MA",23500
97,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Brighton","MA",16613
98,"https://rit.edu/rit_gccis","RIT_GCCIS","Rochester","VA",24674
99,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Rochester","VA",19738
100,"https://rit.edu/rit_saunders","RIT_Saunders","Rochester","VA",15918
101,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Rochester","VA",23392
102,"https://rit.edu/rit_gccis","RIT_GCCIS","Downtown","VA",25936
103,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Downtown","VA",22250
104,"https://rit.edu/rit_saunders","RIT_Saunders","Downtown","VA",15277
105,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Downtown","VA",17309
106,"https://rit.edu/rit_gccis","RIT_GCCIS","Suburban","VA",18927
107,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Suburban","VA",14520
108,"https://rit.edu/rit_saunders","RIT_Saunders","Suburban","VA",25982
109,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Suburban","VA",20423
110,"https://rit.edu/rit_gccis","RIT_GCCIS","Monroe","VA",15385
111,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Monroe","VA",15844
112,"https://rit.edu/rit_saunders","RIT_Saunders","Monroe","VA",25174
113,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Monroe","VA",16393
114,"https://rit.edu/rit_gccis","RIT_GCCIS","Henrietta","VA",15377
115,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Henrietta","VA",15956
116,"https://rit.edu/rit_saunders","RIT_Saunders","Henrietta","VA",22326
117,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Henrietta","VA",22803
118,"https://rit.edu/rit_gccis","RIT_GCCIS","Brighton","VA",15999
119,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Brighton","VA",24209
120,"https://rit.edu/rit_saunders","RIT_Saunders","Brighton","VA",15974
121,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Brighton","VA",25676
122,"https://rit.edu/rit_gccis","RIT_GCCIS","Rochester","WA",14690
123,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Rochester","WA",22323
124,"https://rit.edu/rit_saunders","RIT_Saunders","Rochester","WA",14600
125,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Rochester","WA",23989
126,"https://rit.edu/rit_gccis","RIT_GCCIS","Downtown","WA",20822
127,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Downtown","WA",21331
128,"https://rit.edu/rit_saunders","RIT_Saunders","Downtown","WA",20558
129,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Downtown","WA",17276
130,"https://rit.edu/rit_gccis","RIT_GCCIS","Suburban","WA",20523
131,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Suburban","WA",18811
132,"https://rit.edu/rit_saunders","RIT_Saunders","Suburban","WA",14660
133,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Suburban","WA",20376
134,"https://rit.edu/rit_gccis","RIT_GCCIS","Monroe","WA",25123
135,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Monroe","WA",14601
136,"https://rit.edu/rit_saunders","RIT_Saunders","Monroe","WA",21144
137,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Monroe","WA",18791
138,"https://rit.edu/rit_gccis","RIT_GCCIS","Henrietta","WA",19551
139,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Henrietta","WA",19633
140,"https://rit.edu/rit_saunders","RIT_Saunders","Henrietta","WA",19900
141,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Henrietta","WA",17969
142,"https://rit.edu/rit_gccis","RIT_GCCIS","Brighton","WA",20797
143,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Brighton","WA",18606
144,"https://rit.edu/rit_saunders","RIT_Saunders","Brighton","WA",25187
145,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Brighton","WA",18709
146,"https://rit.edu/rit_gccis","RIT_GCCIS","Rochester","DC",14753
147,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Rochester","DC",14650
148,"https://rit.edu/rit_saunders","RIT_Saunders","Rochester","DC",16559
149,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Rochester","DC",23580
150,"https://rit.edu/rit_gccis","RIT_GCCIS","Downtown","DC",23739
151,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Downtown","DC",22445
152,"https://rit.edu/rit_saunders","RIT_Saunders","Downtown","DC",15726
153,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Downtown","DC",20999
154,"https://rit.edu/rit_gccis","RIT_GCCIS","Suburban","DC",18921
155,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Suburban","DC",17808
156,"https://rit.edu/rit_saunders","RIT_Saunders","Suburban","DC",17702
157,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Suburban","DC",16351
158,"https://rit.edu/rit_gccis","RIT_GCCIS","Monroe","DC",18556
159,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Monroe","DC",15546
160,"https://rit.edu/rit_saunders","RIT_Saunders","Monroe","DC",14348
161,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Monroe","DC",25718
162,"https://rit.edu/rit_gccis","RIT_GCCIS","Henrietta","DC",15379
163,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Henrietta","DC",16125
164,"https://rit.edu/rit_saunders","RIT_Saunders","Henrietta","DC",24936
165,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Henrietta","DC",14876
166,"https://rit.edu/rit_gccis","RIT_GCCIS","Brighton","DC",22233
167,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Brighton","DC",18923
168,"https://rit.edu/rit_saunders","RIT_Saunders","Brighton","DC",16130
169,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Brighton","DC",18582
170,"https://rit.edu/rit_gccis","RIT_GCCIS","Rochester","TX",16272
171,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Rochester","TX",18504
172,"https://rit.edu/rit_saunders","RIT_Saunders","Rochester","TX",21618
173,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Rochester","TX",14651
174,"https://rit.edu/rit_gccis","RIT_GCCIS","Downtown","TX",17972
175,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Downtown","TX",17205
176,"https://rit.edu/rit_saunders","RIT_Saunders","Downtown","TX",23314
177,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Downtown","TX",23437
178,"https://rit.edu/rit_gccis","RIT_GCCIS","Suburban","TX",14145
179,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Suburban","TX",14142
180,"https://rit.edu/rit_saunders","RIT_Saunders","Suburban","TX",21351
181,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Suburban","TX",20156
182,"https://rit.edu/rit_gccis","RIT_GCCIS","Monroe","TX",25629
183,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Monroe","TX",18702
184,"https://rit.edu/rit_saunders","RIT_Saunders","Monroe","TX",19642
185,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Monroe","TX",25853
186,"https://rit.edu/rit_gccis","RIT_GCCIS","Henrietta","TX",20383
187,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Henrietta","TX",19134
188,"https://rit.edu/rit_saunders","RIT_Saunders","Henrietta","TX",23192
189,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Henrietta","TX",24870
190,"https://rit.edu/rit_gccis","RIT_GCCIS","Brighton","TX",24890
191,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Brighton","TX",23381
192,"https://rit.edu/rit_saunders","RIT_Saunders","Brighton","TX",25749
193,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Brighton","TX",18924
194,"https://rit.edu/rit_gccis","RIT_GCCIS","Rochester","MN",20756
195,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Rochester","MN",18964
196,"https://rit.edu/rit_saunders","RIT_Saunders","Rochester","MN",24891
197,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Rochester","MN",19508
198,"https://rit.edu/rit_gccis","RIT_GCCIS","Downtown","MN",18942
199,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Downtown","MN",22603
200,"https://rit.edu/rit_saunders","RIT_Saunders","Downtown","MN",25468
201,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Downtown","MN",23284
202,"https://rit.edu/rit_gccis","RIT_GCCIS","Suburban","MN",18621
203,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Suburban","MN",15129
204,"https://rit.edu/rit_saunders","RIT_Saunders","Suburban","MN",21354
205,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Suburban","MN",19674
206,"https://rit.edu/rit_gccis","RIT_GCCIS","Monroe","MN",22746
207,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Monroe","MN",25208
208,"https://rit.edu/rit_saunders","RIT_Saunders","Monroe","MN",21628
209,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Monroe","MN",25851
210,"https://rit.edu/rit_gccis","RIT_GCCIS","Henrietta","MN",18653
211,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Henrietta","MN",15542
212,"https://rit.edu/rit_saunders","RIT_Saunders","Henrietta","MN",15547
213,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Henrietta","MN",15379
214,"https://rit.edu/rit_gccis","RIT_GCCIS","Brighton","MN",21462
215,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Brighton","MN",18311
216,"https://rit.edu/rit_saunders","RIT_Saunders","Brighton","MN",19761
217,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Brighton","MN",15428
218,"https://rit.edu/rit_gccis","RIT_GCCIS","Rochester","AZ",22359
219,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Rochester","AZ",18961
220,"https://rit.edu/rit_saunders","RIT_Saunders","Rochester","AZ",23761
221,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Rochester","AZ",17433
222,"https://rit.edu/rit_gccis","RIT_GCCIS","Downtown","AZ",22292
223,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Downtown","AZ",22916
224,"https://rit.edu/rit_saunders","RIT_Saunders","Downtown","AZ",17353
225,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Downtown","AZ",16929
226,"https://rit.edu/rit_gccis","RIT_GCCIS","Suburban","AZ",19583
227,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Suburban","AZ",22683
228,"https://rit.edu/rit_saunders","RIT_Saunders","Suburban","AZ",14570
229,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Suburban","AZ",21422
230,"https://rit.edu/rit_gccis","RIT_GCCIS","Monroe","AZ",16810
231,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Monroe","AZ",21885
232,"https://rit.edu/rit_saunders","RIT_Saunders","Monroe","AZ",24511
233,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Monroe","AZ",24881
234,"https://rit.edu/rit_gccis","RIT_GCCIS","Henrietta","AZ",19630
235,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Henrietta","AZ",21420
236,"https://rit.edu/rit_saunders","RIT_Saunders","Henrietta","AZ",18865
237,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Henrietta","AZ",16730
238,"https://rit.edu/rit_gccis","RIT_GCCIS","Brighton","AZ",20835
239,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Brighton","AZ",23130
240,"https://rit.edu/rit_saunders","RIT_Saunders","Brighton","AZ",18915
241,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Brighton","AZ",21428
242,"https://rit.edu/rit_gccis","RIT_GCCIS","Rochester","CA",15728
243,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Rochester","CA",17749
244,"https://rit.edu/rit_saunders","RIT_Saunders","Rochester","CA",15316
245,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Rochester","CA",25213
246,"https://rit.edu/rit_gccis","RIT_GCCIS","Downtown","CA",16744
247,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Downtown","CA",23365
248,"https://rit.edu/rit_saunders","RIT_Saunders","Downtown","CA",19420
249,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Downtown","CA",21313
250,"https://rit.edu/rit_gccis","RIT_GCCIS","Suburban","CA",18989
251,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Suburban","CA",25269
252,"https://rit.edu/rit_saunders","RIT_Saunders","Suburban","CA",17458
253,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Suburban","CA",15817
254,"https://rit.edu/rit_gccis","RIT_GCCIS","Monroe","CA",20637
255,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Monroe","CA",19664
256,"https://rit.edu/rit_saunders","RIT_Saunders","Monroe","CA",20736
257,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Monroe","CA",16219
258,"https://rit.edu/rit_gccis","RIT_GCCIS","Henrietta","CA",25511
259,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Henrietta","CA",25132
260,"https://rit.edu/rit_saunders","RIT_Saunders","Henrietta","CA",25416
261,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Henrietta","CA",23154
262,"https://rit.edu/rit_gccis","RIT_GCCIS","Brighton","CA",25195
263,"https://rit.edu/rit_kate_gleason","RIT_Kate_Gleason","Brighton","CA",16563
264,"https://rit.edu/rit_saunders","RIT_Saunders","Brighton","CA",14964
265,"https://rit.edu/rit_liberal arts","RIT_Liberal Arts","Brighton","CA",25372
266,"https://ChangingThePresent.org/collections/A-T-Still-University-Of-Health-Sciences","A T Still University of Health Sciences","","",0
267,"https://ChangingThePresent.org/collections/Aaniiih-Nakoda-College","Aaniiih Nakoda College","","",0
268,"https://ChangingThePresent.org/collections/Abilene-Christian-University","Abilene Christian University","","",0
269,"https://ChangingThePresent.org/collections/Abington-Memorial-Hospital-Dixon-School-Of-Nursing","Abington Memorial Hospital Dixon School of Nursing","","",0
270,"https://ChangingThePresent.org/collections/Abraham-Baldwin-Agricultural-College","Abraham Baldwin Agricultural College","","",0
271,"https://ChangingThePresent.org/collections/Academy-For-Careers-And-Technology","Academy for Careers and Technology","","",0
272,"https://ChangingThePresent.org/collections/Academy-For-Five-Element-Acupuncture","Academy for Five Element Acupuncture","","",0
273,"https://ChangingThePresent.org/collections/Academy-For-Jewish-Religion-California","Academy for Jewish Religion-California","","",0
274,"https://ChangingThePresent.org/collections/Academy-For-Nursing-And-Health-Occupations","Academy for Nursing and Health Occupations","","",0
275,"https://ChangingThePresent.org/collections/Academy-Of-Careers-And-Technology","Academy of Careers and Technology","","",0
276,"https://ChangingThePresent.org/collections/Academy-Of-Chinese-Culture-And-Health-Sciences","Academy of Chinese Culture and Health Sciences","","",0
277,"https://ChangingThePresent.org/collections/Academy-Of-Interactive-Entertainment","Academy of Interactive Entertainment","","",0
278,"https://ChangingThePresent.org/collections/Academy-Of-Vocal-Arts","Academy of Vocal Arts","","",0
279,"https://ChangingThePresent.org/collections/Acadiana-Technical-College-Lafayette-Campus","Acadiana Technical College-Lafayette Campus","","",0
280,"https://ChangingThePresent.org/collections/Acupuncture-And-Integrative-Medicine-College-Berkeley","Acupuncture and Integrative Medicine College-Berkeley","","",0
281,"https://ChangingThePresent.org/collections/Adams-State-University","Adams State University","","",0
282,"https://ChangingThePresent.org/collections/Adelphi-University","Adelphi University","","",0
283,"https://ChangingThePresent.org/collections/Adirondack-Community-College","Adirondack Community College","","",0
284,"https://ChangingThePresent.org/collections/Adler-Graduate-School","Adler Graduate School","","",0
285,"https://ChangingThePresent.org/collections/Adler-University","Adler University","","",0
286,"https://ChangingThePresent.org/collections/Adrian-College","Adrian College","","",0
287,"https://ChangingThePresent.org/collections/Adult-And-Community-Education-Hudson","Adult and Community Education-Hudson","","",0
288,"https://ChangingThePresent.org/collections/Adult-And-Continuing-Education-Bcts","Adult and Continuing Education-BCTS","","",0
289,"https://ChangingThePresent.org/collections/Advanced-Technical-Centers","Advanced Technical Centers","","",0
290,"https://ChangingThePresent.org/collections/Adventist-University-Of-Health-Sciences","Adventist University of Health Sciences","","",0
291,"https://ChangingThePresent.org/collections/Agnes-Scott-College","Agnes Scott College","","",0
292,"https://ChangingThePresent.org/collections/Aib-College-Of-Business","AIB College of Business","","",0
293,"https://ChangingThePresent.org/collections/Aiken-Technical-College","Aiken Technical College","","",0
294,"https://ChangingThePresent.org/collections/Aims-Community-College","Aims Community College","","",0
295,"https://ChangingThePresent.org/collections/Air-Force-Institute-Of-Technology-Graduate-School-Of-Engineering-&-Management","Air Force Institute of Technology-Graduate School of Engineering & Management","","",0
296,"https://ChangingThePresent.org/collections/Akron-School-Of-Practical-Nursing","Akron School of Practical Nursing","","",0
297,"https://ChangingThePresent.org/collections/Alabama-A-&-M-University","Alabama A & M University","","",0
298,"https://ChangingThePresent.org/collections/Alabama-College-Of-Osteopathic-Medicine","Alabama College of Osteopathic Medicine","","",0
299,"https://ChangingThePresent.org/collections/Alabama-Southern-Community-College","Alabama Southern Community College","","",0
300,"https://ChangingThePresent.org/collections/Alabama-State-University","Alabama State University","","",0
301,"https://ChangingThePresent.org/collections/Alamance-Community-College","Alamance Community College","","",0
302,"https://ChangingThePresent.org/collections/Alaska-Bible-College","Alaska Bible College","","",0
303,"https://ChangingThePresent.org/collections/Alaska-Christian-College","Alaska Christian College","","",0
304,"https://ChangingThePresent.org/collections/Alaska-Pacific-University","Alaska Pacific University","","",0
305,"https://ChangingThePresent.org/collections/Albany-Boces-Adult-Practical-Nursing-Program","Albany BOCES-Adult Practical Nursing Program","","",0
306,"https://ChangingThePresent.org/collections/Albany-College-Of-Pharmacy-And-Health-Sciences","Albany College of Pharmacy and Health Sciences","","",0
307,"https://ChangingThePresent.org/collections/Albany-Law-School","Albany Law School","","",0
308,"https://ChangingThePresent.org/collections/Albany-Medical-College","Albany Medical College","","",0
309,"https://ChangingThePresent.org/collections/Albany-State-University","Albany State University","","",0
310,"https://ChangingThePresent.org/collections/Albany-Technical-College","Albany Technical College","","",0
311,"https://ChangingThePresent.org/collections/Albert-I-Prince-Technical-High-School","Albert I Prince Technical High School","","",0
312,"https://ChangingThePresent.org/collections/Albertus-Magnus-College","Albertus Magnus College","","",0
313,"https://ChangingThePresent.org/collections/Albion-College","Albion College","","",0
314,"https://ChangingThePresent.org/collections/Albright-College","Albright College","","",0
315,"https://ChangingThePresent.org/collections/Alcorn-State-University","Alcorn State University","","",0
316,"https://ChangingThePresent.org/collections/Alderson-Broaddus-University","Alderson Broaddus University","","",0
317,"https://ChangingThePresent.org/collections/Alegent-Creighton-Health-School-Of-Radiologic-Technology","Alegent Creighton Health School of Radiologic Technology","","",0
318,"https://ChangingThePresent.org/collections/Alexandria-Technical-&-Community-College","Alexandria Technical & Community College","","",0
319,"https://ChangingThePresent.org/collections/Alfred-University","Alfred University","","",0
320,"https://ChangingThePresent.org/collections/Alice-Lloyd-College","Alice Lloyd College","","",0
321,"https://ChangingThePresent.org/collections/Allan-Hancock-College","Allan Hancock College","","",0
322,"https://ChangingThePresent.org/collections/Allegany-College-Of-Maryland","Allegany College of Maryland","","",0
323,"https://ChangingThePresent.org/collections/Allegheny-College","Allegheny College","","",0
